teilnehmermax,tageseit,teilnehmerminka,teilnehmermaxka,jahr,ort,bezirk,datum,isoweekday,teilnehmermin,isoweek,tag,einwohner,url,demo,monat,yday,uniq,id,kirche,beschreibung,besonderheiten,thema,teilnehmerrelort,bundesland,aufgerufen
500,135,true,false,1989,Rostock,Rostock,20.12.1989,3,0,51,20,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,12,354,RostockRostock20.12.1989,84,false,"","",Für die Bildung von Schulräten.,0,Mecklenburg-Vorpommern,Schüler
0,155,true,true,1990,Rostock,Rostock,09.01.1990,2,0,2,9,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,9,RostockRostock09.01.1990,85,false,"","","",0,Mecklenburg-Vorpommern,""
30000,157,true,false,1990,Rostock,Rostock,11.01.1990,4,0,2,11,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,11,RostockRostock11.01.1990,86,false,Gottesdienst,"",Für ein einiges Deutschland und gegen die SED-PDS.,11,Mecklenburg-Vorpommern,""
350,160,true,false,1990,Rostock,Rostock,14.01.1990,7,0,2,14,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,14,RostockRostock14.01.1990,87,false,"","",Karl Liebknecht - Rosa Luxemburg Demonstration,0,Mecklenburg-Vorpommern,""
30000,161,true,false,1990,Rostock,Rostock,15.01.1990,1,0,3,15,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,15,RostockRostock15.01.1990,88,false,"","",Zum Gedenken an Karl Liebknecht und Rosa Luxemburg und gegen eine Restaurierung der PDS .,11,Mecklenburg-Vorpommern,""
0,163,true,true,1990,Rostock,Rostock,17.01.1990,3,0,3,17,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,17,RostockRostock17.01.1990,89,false,Warnstreik,"","",0,Mecklenburg-Vorpommern,""
15000,164,true,false,1990,Rostock,Rostock,18.01.1990,4,0,3,18,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,18,RostockRostock18.01.1990,90,false,Gottesdienst,"",Gegen SED-PDS und das MfS und für ein vereinigtes Deutschland.,5,Mecklenburg-Vorpommern,""
3000,171,true,false,1990,Rostock,Rostock,25.01.1990,4,0,4,25,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,25,RostockRostock25.01.1990,91,false,Gottesdienst,"","",1,Mecklenburg-Vorpommern,""
200,176,true,false,1990,Rostock,Rostock,30.01.1990,2,0,5,30,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,30,RostockRostock30.01.1990,92,false,"","","Antifa-Tag ""Nie wieder Faschismus""",0,Mecklenburg-Vorpommern,Antifa
3000,177,true,false,1990,Rostock,Rostock,31.01.1990,3,0,5,31,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,1,31,RostockRostock31.01.1990,93,false,"","","",1,Mecklenburg-Vorpommern,""
10000,178,true,false,1990,Rostock,Rostock,01.02.1990,4,0,5,1,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,2,32,RostockRostock01.02.1990,94,false,Gottesdienst,"","",3,Mecklenburg-Vorpommern,""
2000,183,true,false,1990,Rostock,Rostock,06.02.1990,2,0,6,6,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,2,37,RostockRostock06.02.1990,95,false,"","","",0,Mecklenburg-Vorpommern,""
2000,185,true,false,1990,Rostock,Rostock,08.02.1990,4,0,6,8,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,2,39,RostockRostock08.02.1990,96,false,Bittgottesdienst,"",Für die Fortführung des Demokratisierungsprozesses und die Auflösung des MfS.,0,Mecklenburg-Vorpommern,""
20000,189,true,false,1990,Rostock,Rostock,12.02.1990,1,0,7,12,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,2,43,RostockRostock12.02.1990,97,false,"",Kundgebung mit Helmut Schmidt.,"",7,Mecklenburg-Vorpommern,SPD
2500,201,true,false,1990,Rostock,Rostock,24.02.1990,6,0,8,24,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,2,55,RostockRostock24.02.1990,98,false,"","",Für die Beibehaltung der Ergebnisse der Bodenreform.,0,Mecklenburg-Vorpommern,Bauern
2000,208,true,false,1990,Rostock,Rostock,03.03.1990,6,0,9,3,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,3,62,RostockRostock03.03.1990,99,false,"",Kundgebung mit Hans-Dietrich Genscher.,"",0,Mecklenburg-Vorpommern,Bund freier Demokraten
25000,214,true,false,1990,Rostock,Rostock,09.03.1990,5,0,10,9,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,3,68,RostockRostock09.03.1990,100,false,Wahlkundgebung,Kundgebung mit Helmut Kohl.,"",9,Mecklenburg-Vorpommern,Allianz für Deutschland
0,222,true,true,1990,Rostock,Rostock,17.03.1990,6,0,11,17,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,3,76,RostockRostock17.03.1990,101,false,"","","""Gegen die Alte Mafia""",0,Mecklenburg-Vorpommern,Bürgerkomitee und Bürgerrat
0,227,true,true,1990,Rostock,Rostock,22.03.1990,4,0,12,22,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,3,81,RostockRostock22.03.1990,102,false,"","","",0,Mecklenburg-Vorpommern,""
0,231,true,true,1990,Rostock,Rostock,26.03.1990,1,0,13,26,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,3,85,RostockRostock26.03.1990,103,false,Mahnwache,Beide traten am selben Tag zurück.,Für den Rücktritt des Oberbürgermeisters und des Schulrates.,0,Mecklenburg-Vorpommern,Runder Tisch
0,234,true,true,1990,Rostock,Rostock,29.03.1990,4,0,13,29,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,3,88,RostockRostock29.03.1990,104,false,"","","",0,Mecklenburg-Vorpommern,Neues Forum
5000,241,true,false,1990,Rostock,Rostock,05.04.1990,4,0,14,5,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,4,95,RostockRostock05.04.1990,105,false,"","","",1,Mecklenburg-Vorpommern,""
1500,262,true,false,1990,Rostock,Rostock,26.04.1990,4,0,17,26,252956,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Rostock,false,4,116,RostockRostock26.04.1990,106,false,"","",Zur Erinnerung an Tschernobyl.,0,Mecklenburg-Vorpommern,Grüne Partei
0,132,true,true,1989,Saßnitz,Rostock,17.12.1989,7,0,50,17,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Sa%c3%9fnitz,false,12,351,RostockSaßnitz17.12.1989,107,false,"","",Gegen die schleppenden Reformen in den bewaffneten Organen.,0,Mecklenburg-Vorpommern,Angehörige der Volksmarine
150,150,true,false,1990,Schönberg,Rostock,04.01.1990,4,0,1,4,4650,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Sch%c3%b6nberg,false,1,4,RostockSchönberg04.01.1990,108,false,Blockade,"",Es findet eine Blockade der Mülldeponie statt.,3,Mecklenburg-Vorpommern,""
2000,173,false,false,1990,Schönberg,Rostock,27.01.1990,6,900,4,27,4650,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Sch%c3%b6nberg,false,1,27,RostockSchönberg27.01.1990,109,false,Umweltdemonstration,"",Gegen die Mülldeponie Schöneberg am Grenzübergang Selmsdorf.,43,Mecklenburg-Vorpommern,Neues Forum
40,228,true,false,1990,Schönberg,Rostock,23.03.1990,5,0,12,23,4650,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Sch%c3%b6nberg,false,3,82,RostockSchönberg23.03.1990,110,false,"","",Für die Schließung der Sondermülldeponie.,0,Mecklenburg-Vorpommern,""
200,25,true,false,1989,Stralsund,Rostock,01.09.1989,5,0,35,1,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,9,244,RostockStralsund01.09.1989,111,false,Friedensgebet,"Nach einem Friedensgebet in der Nikolaikirche ziehen viele schweigend mit Kerzen zur Jakobikirche, wo ein Gesprächsforum stattfindet.","",0,Mecklenburg-Vorpommern,""
6000,77,false,false,1989,Stralsund,Rostock,23.10.1989,1,2500,43,23,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,10,296,RostockStralsund23.10.1989,112,false,Friedensgebet in zwei Kirchen,"","",8,Mecklenburg-Vorpommern,""
0,81,true,true,1989,Stralsund,Rostock,27.10.1989,5,0,43,27,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,10,300,RostockStralsund27.10.1989,113,false,Friedensgebet,Rathausgespräch auf dem Alten Markt,Für sofortige freie Wahlen und die Bildung einer Koordinierungskommission.,0,Mecklenburg-Vorpommern,""
5000,84,false,false,1989,Stralsund,Rostock,30.10.1989,1,3500,44,30,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,10,303,RostockStralsund30.10.1989,114,false,Friedensgebet,"Es finden zwei Friedensgebete in der Marienkirche hintereinander statt. Es wird eine Resolution mit 6.000 Unterschriften im Rathaus überreicht, anschließend findet eine Dialgveranstaltung vor dem Rathaus statt.","""Schluß mit der Vormachtstellung der SED""",6,Mecklenburg-Vorpommern,""
100,89,true,false,1989,Stralsund,Rostock,04.11.1989,6,0,44,4,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,308,RostockStralsund04.11.1989,115,false,"","Demonstration vom Rathaus zum Theater, wo eine Resolution verlesen wird.","",0,Mecklenburg-Vorpommern,""
10000,90,false,false,1989,Stralsund,Rostock,05.11.1989,7,8000,44,5,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,309,RostockStralsund05.11.1989,116,false,"","","""Theaterschaffende und ihr Publikum mit verantwortlichen Persönlichkeiten im Dialog""",13,Mecklenburg-Vorpommern,Theaterschaffende
2300,91,false,false,1989,Stralsund,Rostock,06.11.1989,1,1900,45,6,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,310,RostockStralsund06.11.1989,117,false,Friedensgebet,"","",3,Mecklenburg-Vorpommern,""
4000,98,false,false,1989,Stralsund,Rostock,13.11.1989,1,1000,46,13,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,317,RostockStralsund13.11.1989,118,false,Friedensgebet,"",Zustand der Stralsunder Altstadt,5,Mecklenburg-Vorpommern,"""Stralsunder 20"""
0,105,true,true,1989,Stralsund,Rostock,20.11.1989,1,0,47,20,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,324,RostockStralsund20.11.1989,119,false,Friedensgebet,"",Für eine Änderung des Artikel 1 der Verfassung und freie und geheime Wahlen.,0,Mecklenburg-Vorpommern,"""Stralsunder 20"""
600,106,false,false,1989,Stralsund,Rostock,21.11.1989,2,500,47,21,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,325,RostockStralsund21.11.1989,120,false,"","",Für die Unterbringung der Kinderklinik im Marien-Lazeretts.,0,Mecklenburg-Vorpommern,Angehörige des Medizinischen Personals
1000,112,true,false,1989,Stralsund,Rostock,27.11.1989,1,0,48,27,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,11,331,RostockStralsund27.11.1989,121,false,Friedensgebet,"","",1,Mecklenburg-Vorpommern,"Neues Forum, SDP"
0,118,true,true,1989,Stralsund,Rostock,03.12.1989,7,0,48,3,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,12,337,RostockStralsund03.12.1989,122,false,Menschenkette,"","""Ein Licht für unser Land"" ",0,Mecklenburg-Vorpommern,Aktion Sühnezeichen
0,119,true,true,1989,Stralsund,Rostock,04.12.1989,1,0,49,4,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,12,338,RostockStralsund04.12.1989,123,false,Friedensgebet,Demonstration zum Gebäude des MfS.,Für die Auflösung der Kampfgruppen.,0,Mecklenburg-Vorpommern,""
0,126,true,true,1989,Stralsund,Rostock,11.12.1989,1,0,50,11,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,12,345,RostockStralsund11.12.1989,124,false,Friedensgebet,Demonstration führt zum Stadtschulamt.,Für eine Erneuerung der Volksbildung.,0,Mecklenburg-Vorpommern,""
0,127,true,true,1989,Stralsund,Rostock,12.12.1989,2,0,50,12,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,12,346,RostockStralsund12.12.1989,125,false,"","",Für eine gerechte Entlohnung.,0,Mecklenburg-Vorpommern,Arbeiter und Angestellte Bauwesen
3000,128,true,false,1989,Stralsund,Rostock,13.12.1989,3,0,50,13,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,12,347,RostockStralsund13.12.1989,126,false,"","",Gegen SED Lehrer im Schuldienst.,4,Mecklenburg-Vorpommern,"Lehrer, Schüler und dessen Eltern"
2000,133,true,false,1989,Stralsund,Rostock,18.12.1989,1,0,51,18,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,12,352,RostockStralsund18.12.1989,127,false,Friedensgebet,"","Menschenkette um den Leninplatz, es wird gefordert den Platz wieder in Neuer Markt umzubennenen.",2,Mecklenburg-Vorpommern,""
800,154,true,false,1990,Stralsund,Rostock,08.01.1990,1,0,2,8,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,1,8,RostockStralsund08.01.1990,128,false,"","","",1,Mecklenburg-Vorpommern,""
0,161,true,true,1990,Stralsund,Rostock,15.01.1990,1,0,3,15,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,1,15,RostockStralsund15.01.1990,129,false,"","","",0,Mecklenburg-Vorpommern,""
1000,175,true,false,1990,Stralsund,Rostock,29.01.1990,1,0,5,29,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,1,29,RostockStralsund29.01.1990,130,false,"","","",1,Mecklenburg-Vorpommern,""
2300,180,true,false,1990,Stralsund,Rostock,03.02.1990,6,0,5,3,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,2,34,RostockStralsund03.02.1990,131,false,"","","",3,Mecklenburg-Vorpommern,""
1200,182,true,false,1990,Stralsund,Rostock,05.02.1990,1,0,6,5,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,2,36,RostockStralsund05.02.1990,132,false,"","","",1,Mecklenburg-Vorpommern,""
500,196,true,false,1990,Stralsund,Rostock,19.02.1990,1,0,8,19,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,2,50,RostockStralsund19.02.1990,133,false,"","","",0,Mecklenburg-Vorpommern,""
250,202,true,false,1990,Stralsund,Rostock,25.02.1990,7,0,8,25,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,2,56,RostockStralsund25.02.1990,134,false,"","","",0,Mecklenburg-Vorpommern,""
150,254,true,false,1990,Stralsund,Rostock,18.04.1990,3,0,16,18,74566,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Stralsund,false,4,108,RostockStralsund18.04.1990,135,false,"","","",0,Mecklenburg-Vorpommern,CDU
500,154,true,false,1990,Tessin,Rostock,08.01.1990,1,0,2,8,4029,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Tessin,false,1,8,RostockTessin08.01.1990,136,false,"","","",12,Mecklenburg-Vorpommern,""
1000,197,true,false,1990,Warnemünde,Rostock,20.02.1990,2,0,8,20,0,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Warnem%c3%bcnde,false,2,51,RostockWarnemünde20.02.1990,137,false,"","","",0,Mecklenburg-Vorpommern,""
250,86,true,false,1989,Wismar,Rostock,01.11.1989,3,0,44,1,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,305,RostockWismar01.11.1989,138,false,"","",Keine Privilegien für Volksvertreter und für die Auflösung des Stadtparlaments.,0,Mecklenburg-Vorpommern,""
0,90,true,true,1989,Wismar,Rostock,05.11.1989,7,0,44,5,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,309,RostockWismar05.11.1989,139,false,"","",Für freie Wahlen und gegen den Führungsanspruch der SED.,0,Mecklenburg-Vorpommern,""
50000,92,true,false,1989,Wismar,Rostock,07.11.1989,2,0,45,7,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,311,RostockWismar07.11.1989,140,false,"","",Für die Umgestaltung der DDR.,87,Mecklenburg-Vorpommern,Neues Forum
3500,93,true,false,1989,Wismar,Rostock,08.11.1989,3,0,45,8,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,312,RostockWismar08.11.1989,141,false,"","","",6,Mecklenburg-Vorpommern,""
2000,97,true,false,1989,Wismar,Rostock,12.11.1989,7,0,45,12,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,316,RostockWismar12.11.1989,142,false,"","","",3,Mecklenburg-Vorpommern,SED
35000,98,false,false,1989,Wismar,Rostock,13.11.1989,1,20000,46,13,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,317,RostockWismar13.11.1989,143,false,"","",Gegen die führende Rolle der SED.,61,Mecklenburg-Vorpommern,Neues Forum
10000,112,false,false,1989,Wismar,Rostock,27.11.1989,1,5000,48,27,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,11,331,RostockWismar27.11.1989,144,false,"","",Für die Änderung der Verfassung.,17,Mecklenburg-Vorpommern,""
5000,119,false,false,1989,Wismar,Rostock,04.12.1989,1,2000,49,4,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,12,338,RostockWismar04.12.1989,145,false,Gottesdienst,Demonstration zur Kreisdienststelle des MfS.,"",8,Mecklenburg-Vorpommern,Neues Forum
2000,123,true,false,1989,Wismar,Rostock,08.12.1989,5,0,49,8,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,12,342,RostockWismar08.12.1989,146,false,"","",Vor der SED-Kreisleitung wird deren symbolischen Besetzung gefeiert.,3,Mecklenburg-Vorpommern,""
1500,126,false,false,1989,Wismar,Rostock,11.12.1989,1,1200,50,11,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,12,345,RostockWismar11.12.1989,147,false,"","",Für die Wiedervereinigung Deutschlands.,2,Mecklenburg-Vorpommern,Neues Forum
500,160,true,false,1990,Wismar,Rostock,14.01.1990,7,0,2,14,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,1,14,RostockWismar14.01.1990,148,false,"","",Karl Liebknecht - Rosa Luxemburg Demonstration,0,Mecklenburg-Vorpommern,""
0,161,true,true,1990,Wismar,Rostock,15.01.1990,1,0,3,15,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,1,15,RostockWismar15.01.1990,149,false,Warnstreik,"","",0,Mecklenburg-Vorpommern,""
20000,161,false,false,1990,Wismar,Rostock,15.01.1990,1,15000,3,15,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,1,15,RostockWismar15.01.1990,150,false,"","",Gegen die SED-PDS.,34,Mecklenburg-Vorpommern,Neues Forum
0,163,true,true,1990,Wismar,Rostock,17.01.1990,3,0,3,17,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,1,17,RostockWismar17.01.1990,151,false,Warnstreik,"","",0,Mecklenburg-Vorpommern,""
0,168,true,true,1990,Wismar,Rostock,22.01.1990,1,0,4,22,57173,http://www.archiv-buergerbewegung.de/index.php/demonstrationen?bezirk_ddr=Rostock&ort=Wismar,false,1,22,RostockWismar22.01.1990,152,false,Warnstreik,"","",0,Mecklenburg-Vorpommern,""
